dataset,seed,truth_expression,compiled_expression,feature_precision,feature_recall,feature_f1,operator_accuracy,exact_program,depth_error,coefficient_error
program-202608561,3,"subtract(abs(add(x0, x2)), x1)","(1 * subtract(abs(add(x0, x2)), x1) + -3.4921935e-17)",1.0,1.0,1.0,1.0,True,0.0,4.79011144535136e-16
program-202608561,4,"subtract(abs(add(x0, x2)), x1)","(1 * subtract(abs(add(x0, x2)), x1) + -3.4921935e-17)",1.0,1.0,1.0,1.0,True,0.0,4.79011144535136e-16
program-202608562,0,"add(x3, safe_divide(safe_divide(x2, x3), x3))","(1 * add(x3, safe_divide(safe_divide(x2, x3), x3)) + -1.1004706e-16)",1.0,1.0,1.0,1.0,True,0.0,7.76180875945012e-16
program-202608562,1,"add(x3, safe_divide(safe_divide(x2, x3), x3))","(1 * add(x3, safe_divide(safe_divide(x2, x3), x3)) + -1.1004706e-16)",1.0,1.0,1.0,1.0,True,0.0,7.76180875945012e-16
program-202608562,2,"add(x3, safe_divide(safe_divide(x2, x3), x3))","(1 * add(x3, safe_divide(safe_divide(x2, x3), x3)) + -1.1004706e-16)",1.0,1.0,1.0,1.0,True,0.0,7.76180875945012e-16
program-202608562,3,"add(x3, safe_divide(safe_divide(x2, x3), x3))","(1 * add(x3, safe_divide(safe_divide(x2, x3), x3)) + -1.1004706e-16)",1.0,1.0,1.0,1.0,True,0.0,7.76180875945012e-16
program-202608562,4,"add(x3, safe_divide(safe_divide(x2, x3), x3))","(1 * add(x3, safe_divide(safe_divide(x2, x3), x3)) + -1.1004706e-16)",1.0,1.0,1.0,1.0,True,0.0,7.76180875945012e-16
program-202608563,0,"square(subtract(subtract(x2, x0), x0))","(1 * square(add(x0, subtract(x0, x2))) + 5.782666e-17)",1.0,1.0,1.0,0.6666666666666666,False,0.0,5.782665963364261e-17
program-202608563,1,"square(subtract(subtract(x2, x0), x0))","(1 * square(add(x0, subtract(x0, x2))) + 5.782666e-17)",1.0,1.0,1.0,0.6666666666666666,False,0.0,5.782665963364261e-17
program-202608563,2,"square(subtract(subtract(x2, x0), x0))","(1 * square(add(x0, subtract(x0, x2))) + 5.782666e-17)",1.0,1.0,1.0,0.6666666666666666,False,0.0,5.782665963364261e-17
program-202608563,3,"square(subtract(subtract(x2, x0), x0))","(1 * square(add(x0, subtract(x0, x2))) + 5.782666e-17)",1.0,1.0,1.0,0.6666666666666666,False,0.0,5.782665963364261e-17
program-202608563,4,"square(subtract(subtract(x2, x0), x0))","(1 * square(add(x0, subtract(x0, x2))) + 5.782666e-17)",1.0,1.0,1.0,0.6666666666666666,False,0.0,5.782665963364261e-17
program-202608564,0,"multiply(x2, x3)","(1 * multiply(x2, x3) + 2.4934549e-18)",1.0,1.0,1.0,1.0,True,0.0,4.465826647361266e-16
program-202608564,1,"multiply(x2, x3)","(1 * multiply(x2, x3) + 2.4934549e-18)",1.0,1.0,1.0,1.0,True,0.0,4.465826647361266e-16
program-202608564,2,"multiply(x2, x3)","(1 * multiply(x2, x3) + 2.4934549e-18)",1.0,1.0,1.0,1.0,True,0.0,4.465826647361266e-16
program-202608564,3,"multiply(x2, x3)","(1 * multiply(x2, x3) + 2.4934549e-18)",1.0,1.0,1.0,1.0,True,0.0,4.465826647361266e-16
program-202608564,4,"multiply(x2, x3)","(1 * multiply(x2, x3) + 2.4934549e-18)",1.0,1.0,1.0,1.0,True,0.0,4.465826647361266e-16
program-202608565,0,"add(x0, square(safe_divide(x2, x1)))","(1 * add(x0, square(safe_divide(x2, x1))) + -6.0416933e-20)",1.0,1.0,1.0,1.0,True,0.0,6.661942317079145e-16
program-202608565,1,"add(x0, square(safe_divide(x2, x1)))","(1 * add(x0, square(safe_divide(x2, x1))) + -6.0416933e-20)",1.0,1.0,1.0,1.0,True,0.0,6.661942317079145e-16
program-202608565,2,"add(x0, square(safe_divide(x2, x1)))","(1 * add(x0, square(safe_divide(x2, x1))) + -6.0416933e-20)",1.0,1.0,1.0,1.0,True,0.0,6.661942317079145e-16
program-202608565,3,"add(x0, square(safe_divide(x2, x1)))","(1 * add(x0, square(safe_divide(x2, x1))) + -6.0416933e-20)",1.0,1.0,1.0,1.0,True,0.0,6.661942317079145e-16
program-202608565,4,"add(x0, square(safe_divide(x2, x1)))","(1 * add(x0, square(safe_divide(x2, x1))) + -6.0416933e-20)",1.0,1.0,1.0,1.0,True,0.0,6.661942317079145e-16
program-202608566,0,"abs(multiply(x1, safe_divide(x1, x3)))","(1 * abs(multiply(x1, safe_divide(x1, x3))) + -4.649056e-17)",1.0,1.0,1.0,1.0,True,0.0,1.5751286288916046e-16
program-202608566,1,"abs(multiply(x1, safe_divide(x1, x3)))","(1 * abs(multiply(x1, safe_divide(x1, x3))) + -4.649056e-17)",1.0,1.0,1.0,1.0,True,0.0,1.5751286288916046e-16
program-202608566,2,"abs(multiply(x1, safe_divide(x1, x3)))","(1 * abs(multiply(x1, safe_divide(x1, x3))) + -4.649056e-17)",1.0,1.0,1.0,1.0,True,0.0,1.5751286288916046e-16
program-202608566,3,"abs(multiply(x1, safe_divide(x1, x3)))","(1 * abs(multiply(x1, safe_divide(x1, x3))) + -4.649056e-17)",1.0,1.0,1.0,1.0,True,0.0,1.5751286288916046e-16
program-202608566,4,"abs(multiply(x1, safe_divide(x1, x3)))","(1 * abs(multiply(x1, safe_divide(x1, x3))) + -4.649056e-17)",1.0,1.0,1.0,1.0,True,0.0,1.5751286288916046e-16
program-202608567,0,square(x1),(1 * square(x1) + -1.2308781e-16),1.0,1.0,1.0,1.0,True,0.0,1.2308780897527444e-16
program-202608567,1,square(x1),(1 * square(x1) + -1.2308781e-16),1.0,1.0,1.0,1.0,True,0.0,1.2308780897527444e-16
program-202608567,2,square(x1),(1 * square(x1) + -1.2308781e-16),1.0,1.0,1.0,1.0,True,0.0,1.2308780897527444e-16
program-202608567,3,square(x1),(1 * square(x1) + -1.2308781e-16),1.0,1.0,1.0,1.0,True,0.0,1.2308780897527444e-16
program-202608567,4,square(x1),(1 * square(x1) + -1.2308781e-16),1.0,1.0,1.0,1.0,True,0.0,1.2308780897527444e-16
program-202608568,0,"multiply(x0, multiply(x0, x2))","(1 * multiply(x0, multiply(x0, x2)) + -2.4596324e-17)",1.0,1.0,1.0,1.0,True,0.0,2.4596324282667345e-17
program-202608568,1,"multiply(x0, multiply(x0, x2))","(1 * multiply(x0, multiply(x0, x2)) + -2.4596324e-17)",1.0,1.0,1.0,1.0,True,0.0,2.4596324282667345e-17
program-202608568,2,"multiply(x0, multiply(x0, x2))","(1 * multiply(x0, multiply(x0, x2)) + -2.4596324e-17)",1.0,1.0,1.0,1.0,True,0.0,2.4596324282667345e-17
program-202608568,3,"multiply(x0, multiply(x0, x2))","(1 * multiply(x0, multiply(x0, x2)) + -2.4596324e-17)",1.0,1.0,1.0,1.0,True,0.0,2.4596324282667345e-17
program-202608568,4,"multiply(x0, multiply(x0, x2))","(1 * multiply(x0, multiply(x0, x2)) + -2.4596324e-17)",1.0,1.0,1.0,1.0,True,0.0,2.4596324282667345e-17
program-202608569,0,"safe_divide(add(x0, safe_divide(x1, x0)), x1)","(1 * safe_divide(add(x0, safe_divide(x1, x0)), x1) + -7.0923565e-17)",1.0,1.0,1.0,1.0,True,0.0,6.260350770905857e-16
program-202608569,1,"safe_divide(add(x0, safe_divide(x1, x0)), x1)","(1 * safe_divide(add(x0, safe_divide(x1, x0)), x1) + -7.0923565e-17)",1.0,1.0,1.0,1.0,True,0.0,6.260350770905857e-16
program-202608569,2,"safe_divide(add(x0, safe_divide(x1, x0)), x1)","(1 * safe_divide(add(x0, safe_divide(x1, x0)), x1) + -7.0923565e-17)",1.0,1.0,1.0,1.0,True,0.0,6.260350770905857e-16
program-202608569,3,"safe_divide(add(x0, safe_divide(x1, x0)), x1)","(1 * safe_divide(add(x0, safe_divide(x1, x0)), x1) + -7.0923565e-17)",1.0,1.0,1.0,1.0,True,0.0,6.260350770905857e-16
program-202608569,4,"safe_divide(add(x0, safe_divide(x1, x0)), x1)","(1 * safe_divide(add(x0, safe_divide(x1, x0)), x1) + -7.0923565e-17)",1.0,1.0,1.0,1.0,True,0.0,6.260350770905857e-16
program-202608570,0,"subtract(subtract(x2, x1), x1)","(1 * subtract(subtract(x2, x1), x1) + -1.0723081e-17)",1.0,1.0,1.0,1.0,True,0.0,2.327676860094871e-16
program-202608570,1,"subtract(subtract(x2, x1), x1)","(1 * subtract(subtract(x2, x1), x1) + -1.0723081e-17)",1.0,1.0,1.0,1.0,True,0.0,2.327676860094871e-16
program-202608570,2,"subtract(subtract(x2, x1), x1)","(1 * subtract(subtract(x2, x1), x1) + -1.0723081e-17)",1.0,1.0,1.0,1.0,True,0.0,2.327676860094871e-16
program-202608570,3,"subtract(subtract(x2, x1), x1)","(1 * subtract(subtract(x2, x1), x1) + -1.0723081e-17)",1.0,1.0,1.0,1.0,True,0.0,2.327676860094871e-16
program-202608570,4,"subtract(subtract(x2, x1), x1)","(1 * subtract(subtract(x2, x1), x1) + -1.0723081e-17)",1.0,1.0,1.0,1.0,True,0.0,2.327676860094871e-16
program-202608571,0,abs(x3),(1 * abs(x3) + -9.986153e-17),1.0,1.0,1.0,1.0,True,0.0,9.986153032230948e-17
program-202608571,1,abs(x3),(1 * abs(x3) + -9.986153e-17),1.0,1.0,1.0,1.0,True,0.0,9.986153032230948e-17
program-202608571,2,abs(x3),(1 * abs(x3) + -9.986153e-17),1.0,1.0,1.0,1.0,True,0.0,9.986153032230948e-17
program-202608571,3,abs(x3),(1 * abs(x3) + -9.986153e-17),1.0,1.0,1.0,1.0,True,0.0,9.986153032230948e-17
program-202608571,4,abs(x3),(1 * abs(x3) + -9.986153e-17),1.0,1.0,1.0,1.0,True,0.0,9.986153032230948e-17
program-202608572,0,"safe_divide(subtract(safe_divide(x2, x0), x1), x1)","(1 * safe_divide(subtract(safe_divide(x2, x0), x1), x1) + 1.2879144e-16)",1.0,1.0,1.0,1.0,True,0.0,1.3500367714349214e-15
program-202608572,1,"safe_divide(subtract(safe_divide(x2, x0), x1), x1)","(1 * safe_divide(subtract(safe_divide(x2, x0), x1), x1) + 1.2879144e-16)",1.0,1.0,1.0,1.0,True,0.0,1.3500367714349214e-15
program-202608572,2,"safe_divide(subtract(safe_divide(x2, x0), x1), x1)","(1 * safe_divide(subtract(safe_divide(x2, x0), x1), x1) + 1.2879144e-16)",1.0,1.0,1.0,1.0,True,0.0,1.3500367714349214e-15
program-202608572,3,"safe_divide(subtract(safe_divide(x2, x0), x1), x1)","(1 * safe_divide(subtract(safe_divide(x2, x0), x1), x1) + 1.2879144e-16)",1.0,1.0,1.0,1.0,True,0.0,1.3500367714349214e-15
program-202608572,4,"safe_divide(subtract(safe_divide(x2, x0), x1), x1)","(1 * safe_divide(subtract(safe_divide(x2, x0), x1), x1) + 1.2879144e-16)",1.0,1.0,1.0,1.0,True,0.0,1.3500367714349214e-15
program-202608573,0,abs(x0),(1 * abs(x0) + 1.1896184e-17),1.0,1.0,1.0,1.0,True,0.0,1.1896183808466124e-17
program-202608573,1,abs(x0),(1 * abs(x0) + 1.1896184e-17),1.0,1.0,1.0,1.0,True,0.0,1.1896183808466124e-17
program-202608573,2,abs(x0),(1 * abs(x0) + 1.1896184e-17),1.0,1.0,1.0,1.0,True,0.0,1.1896183808466124e-17
program-202608573,3,abs(x0),(1 * abs(x0) + 1.1896184e-17),1.0,1.0,1.0,1.0,True,0.0,1.1896183808466124e-17
program-202608573,4,abs(x0),(1 * abs(x0) + 1.1896184e-17),1.0,1.0,1.0,1.0,True,0.0,1.1896183808466124e-17
program-202608574,0,"subtract(safe_divide(x2, x0), x1)","(1 * subtract(safe_divide(x2, x0), x1) + -1.7977654e-17)",1.0,1.0,1.0,1.0,True,0.0,3.5104456115309095e-16
program-202608574,1,"subtract(safe_divide(x2, x0), x1)","(1 * subtract(safe_divide(x2, x0), x1) + -1.7977654e-17)",1.0,1.0,1.0,1.0,True,0.0,3.5104456115309095e-16
program-202608574,2,"subtract(safe_divide(x2, x0), x1)","(1 * subtract(safe_divide(x2, x0), x1) + -1.7977654e-17)",1.0,1.0,1.0,1.0,True,0.0,3.5104456115309095e-16
program-202608574,3,"subtract(safe_divide(x2, x0), x1)","(1 * subtract(safe_divide(x2, x0), x1) + -1.7977654e-17)",1.0,1.0,1.0,1.0,True,0.0,3.5104456115309095e-16
program-202608574,4,"subtract(safe_divide(x2, x0), x1)","(1 * subtract(safe_divide(x2, x0), x1) + -1.7977654e-17)",1.0,1.0,1.0,1.0,True,0.0,3.5104456115309095e-16
program-202608575,0,"safe_divide(add(x0, add(x2, x3)), x2)","(1 * safe_divide(add(x0, add(x2, x3)), x2) + 9.7446396e-17)",1.0,1.0,1.0,1.0,True,0.0,9.856248156990532e-16
program-202608575,1,"safe_divide(add(x0, add(x2, x3)), x2)","(1 * safe_divide(add(x0, add(x2, x3)), x2) + 9.7446396e-17)",1.0,1.0,1.0,1.0,True,0.0,9.856248156990532e-16
program-202608575,2,"safe_divide(add(x0, add(x2, x3)), x2)","(1 * safe_divide(add(x0, add(x2, x3)), x2) + 9.7446396e-17)",1.0,1.0,1.0,1.0,True,0.0,9.856248156990532e-16
program-202608575,3,"safe_divide(add(x0, add(x2, x3)), x2)","(1 * safe_divide(add(x0, add(x2, x3)), x2) + 9.7446396e-17)",1.0,1.0,1.0,1.0,True,0.0,9.856248156990532e-16
program-202608575,4,"safe_divide(add(x0, add(x2, x3)), x2)","(1 * safe_divide(add(x0, add(x2, x3)), x2) + 9.7446396e-17)",1.0,1.0,1.0,1.0,True,0.0,9.856248156990532e-16
program-202608576,0,"subtract(x3, x2)","(1 * subtract(x3, x2) + 3.1869841e-17)",1.0,1.0,1.0,1.0,True,0.0,6.980036557661256e-16
program-202608576,1,"subtract(x3, x2)","(1 * subtract(x3, x2) + 3.1869841e-17)",1.0,1.0,1.0,1.0,True,0.0,6.980036557661256e-16
program-202608576,2,"subtract(x3, x2)","(1 * subtract(x3, x2) + 3.1869841e-17)",1.0,1.0,1.0,1.0,True,0.0,6.980036557661256e-16
program-202608576,3,"subtract(x3, x2)","(1 * subtract(x3, x2) + 3.1869841e-17)",1.0,1.0,1.0,1.0,True,0.0,6.980036557661256e-16
program-202608576,4,"subtract(x3, x2)","(1 * subtract(x3, x2) + 3.1869841e-17)",1.0,1.0,1.0,1.0,True,0.0,6.980036557661256e-16
program-202608577,0,"square(safe_divide(abs(x1), x2))","(1 * square(safe_divide(x1, x2)) + 2.2239489e-16)",1.0,1.0,1.0,0.6666666666666666,False,1.0,8.885287006469759e-16
program-202608577,1,"square(safe_divide(abs(x1), x2))","(1 * square(safe_divide(x1, x2)) + 2.2239489e-16)",1.0,1.0,1.0,0.6666666666666666,False,1.0,8.885287006469759e-16
program-202608577,2,"square(safe_divide(abs(x1), x2))","(1 * square(safe_divide(x1, x2)) + 2.2239489e-16)",1.0,1.0,1.0,0.6666666666666666,False,1.0,8.885287006469759e-16
program-202608577,3,"square(safe_divide(abs(x1), x2))","(1 * square(safe_divide(x1, x2)) + 2.2239489e-16)",1.0,1.0,1.0,0.6666666666666666,False,1.0,8.885287006469759e-16
program-202608577,4,"square(safe_divide(abs(x1), x2))","(1 * square(safe_divide(x1, x2)) + 2.2239489e-16)",1.0,1.0,1.0,0.6666666666666666,False,1.0,8.885287006469759e-16
program-202608578,0,"multiply(x1, square(abs(x0)))","(1 * multiply(x1, square(x0)) + 9.0953333e-19)",1.0,1.0,1.0,0.6666666666666666,False,1.0,9.09533325996925e-19
program-202608578,1,"multiply(x1, square(abs(x0)))","(1 * multiply(x1, square(x0)) + 9.0953333e-19)",1.0,1.0,1.0,0.6666666666666666,False,1.0,9.09533325996925e-19
program-202608578,2,"multiply(x1, square(abs(x0)))","(1 * multiply(x1, square(x0)) + 9.0953333e-19)",1.0,1.0,1.0,0.6666666666666666,False,1.0,9.09533325996925e-19
program-202608578,3,"multiply(x1, square(abs(x0)))","(1 * multiply(x1, square(x0)) + 9.0953333e-19)",1.0,1.0,1.0,0.6666666666666666,False,1.0,9.09533325996925e-19
program-202608578,4,"multiply(x1, square(abs(x0)))","(1 * multiply(x1, square(x0)) + 9.0953333e-19)",1.0,1.0,1.0,0.6666666666666666,False,1.0,9.09533325996925e-19
program-202608579,0,square(x2),(1 * square(x2) + 1.0803213e-16),1.0,1.0,1.0,1.0,True,0.0,1.0803213304954724e-16
program-202608579,1,square(x2),(1 * square(x2) + 1.0803213e-16),1.0,1.0,1.0,1.0,True,0.0,1.0803213304954724e-16
program-202608579,2,square(x2),(1 * square(x2) + 1.0803213e-16),1.0,1.0,1.0,1.0,True,0.0,1.0803213304954724e-16
program-202608579,3,square(x2),(1 * square(x2) + 1.0803213e-16),1.0,1.0,1.0,1.0,True,0.0,1.0803213304954724e-16
program-202608579,4,square(x2),(1 * square(x2) + 1.0803213e-16),1.0,1.0,1.0,1.0,True,0.0,1.0803213304954724e-16
program-202608580,0,"square(abs(subtract(x2, x1)))","(1 * square(subtract(x1, x2)) + -5.4606862e-17)",1.0,1.0,1.0,0.6666666666666666,False,1.0,3.876737698596143e-16
program-202608580,1,"square(abs(subtract(x2, x1)))","(1 * square(subtract(x1, x2)) + -5.4606862e-17)",1.0,1.0,1.0,0.6666666666666666,False,1.0,3.876737698596143e-16
program-202608580,2,"square(abs(subtract(x2, x1)))","(1 * square(subtract(x1, x2)) + -5.4606862e-17)",1.0,1.0,1.0,0.6666666666666666,False,1.0,3.876737698596143e-16
program-202608580,3,"square(abs(subtract(x2, x1)))","(1 * square(subtract(x1, x2)) + -5.4606862e-17)",1.0,1.0,1.0,0.6666666666666666,False,1.0,3.876737698596143e-16
program-202608580,4,"square(abs(subtract(x2, x1)))","(1 * square(subtract(x1, x2)) + -5.4606862e-17)",1.0,1.0,1.0,0.6666666666666666,False,1.0,3.876737698596143e-16
program-202608581,0,abs(x1),(1 * abs(x1) + -1.291278e-17),1.0,1.0,1.0,1.0,True,0.0,4.570019900795016e-16
program-202608581,1,abs(x1),(1 * abs(x1) + -1.291278e-17),1.0,1.0,1.0,1.0,True,0.0,4.570019900795016e-16
program-202608581,2,abs(x1),(1 * abs(x1) + -1.291278e-17),1.0,1.0,1.0,1.0,True,0.0,4.570019900795016e-16
program-202608581,3,abs(x1),(1 * abs(x1) + -1.291278e-17),1.0,1.0,1.0,1.0,True,0.0,4.570019900795016e-16
program-202608581,4,abs(x1),(1 * abs(x1) + -1.291278e-17),1.0,1.0,1.0,1.0,True,0.0,4.570019900795016e-16
program-202608582,0,"safe_divide(subtract(add(x0, x3), x3), x2)","(1 * safe_divide(subtract(add(x0, x3), x3), x2) + -7.2743362e-17)",1.0,1.0,1.0,1.0,True,0.0,1.293988688666002e-15
program-202608582,1,"safe_divide(subtract(add(x0, x3), x3), x2)","(1 * safe_divide(subtract(add(x0, x3), x3), x2) + -7.2743362e-17)",1.0,1.0,1.0,1.0,True,0.0,1.293988688666002e-15
program-202608582,2,"safe_divide(subtract(add(x0, x3), x3), x2)","(1 * safe_divide(subtract(add(x0, x3), x3), x2) + -7.2743362e-17)",1.0,1.0,1.0,1.0,True,0.0,1.293988688666002e-15
program-202608582,3,"safe_divide(subtract(add(x0, x3), x3), x2)","(1 * safe_divide(subtract(add(x0, x3), x3), x2) + -7.2743362e-17)",1.0,1.0,1.0,1.0,True,0.0,1.293988688666002e-15
program-202608582,4,"safe_divide(subtract(add(x0, x3), x3), x2)","(1 * safe_divide(subtract(add(x0, x3), x3), x2) + -7.2743362e-17)",1.0,1.0,1.0,1.0,True,0.0,1.293988688666002e-15
program-202608583,0,square(x3),(1 * square(x3) + 1.7042298e-16),1.0,1.0,1.0,1.0,True,0.0,3.9246758156496888e-16
program-202608583,1,square(x3),(1 * square(x3) + 1.7042298e-16),1.0,1.0,1.0,1.0,True,0.0,3.9246758156496888e-16
program-202608583,2,square(x3),(1 * square(x3) + 1.7042298e-16),1.0,1.0,1.0,1.0,True,0.0,3.9246758156496888e-16
program-202608583,3,square(x3),(1 * square(x3) + 1.7042298e-16),1.0,1.0,1.0,1.0,True,0.0,3.9246758156496888e-16
program-202608583,4,square(x3),(1 * square(x3) + 1.7042298e-16),1.0,1.0,1.0,1.0,True,0.0,3.9246758156496888e-16
program-202608584,0,abs(x1),(1 * abs(x1) + -6.6816735e-17),1.0,1.0,1.0,1.0,True,0.0,3.99883642279756e-16
program-202608584,1,abs(x1),(1 * abs(x1) + -6.6816735e-17),1.0,1.0,1.0,1.0,True,0.0,3.99883642279756e-16
program-202608584,2,abs(x1),(1 * abs(x1) + -6.6816735e-17),1.0,1.0,1.0,1.0,True,0.0,3.99883642279756e-16
program-202608584,3,abs(x1),(1 * abs(x1) + -6.6816735e-17),1.0,1.0,1.0,1.0,True,0.0,3.99883642279756e-16
program-202608584,4,abs(x1),(1 * abs(x1) + -6.6816735e-17),1.0,1.0,1.0,1.0,True,0.0,3.99883642279756e-16
program-202608585,0,"safe_divide(x2, x1)","(1 * safe_divide(x2, x1) + 1.0861978e-20)",1.0,1.0,1.0,1.0,True,0.0,1.0861977509309022e-20
program-202608585,1,"safe_divide(x2, x1)","(1 * safe_divide(x2, x1) + 1.0861978e-20)",1.0,1.0,1.0,1.0,True,0.0,1.0861977509309022e-20
program-202608585,2,"safe_divide(x2, x1)","(1 * safe_divide(x2, x1) + 1.0861978e-20)",1.0,1.0,1.0,1.0,True,0.0,1.0861977509309022e-20
program-202608585,3,"safe_divide(x2, x1)","(1 * safe_divide(x2, x1) + 1.0861978e-20)",1.0,1.0,1.0,1.0,True,0.0,1.0861977509309022e-20
program-202608585,4,"safe_divide(x2, x1)","(1 * safe_divide(x2, x1) + 1.0861978e-20)",1.0,1.0,1.0,1.0,True,0.0,1.0861977509309022e-20
program-202608586,0,"multiply(x1, x2)","(1 * multiply(x1, x2) + -1.2413038e-17)",1.0,1.0,1.0,1.0,True,0.0,4.565022483292926e-16
program-202608586,1,"multiply(x1, x2)","(1 * multiply(x1, x2) + -1.2413038e-17)",1.0,1.0,1.0,1.0,True,0.0,4.565022483292926e-16
program-202608586,2,"multiply(x1, x2)","(1 * multiply(x1, x2) + -1.2413038e-17)",1.0,1.0,1.0,1.0,True,0.0,4.565022483292926e-16
program-202608586,3,"multiply(x1, x2)","(1 * multiply(x1, x2) + -1.2413038e-17)",1.0,1.0,1.0,1.0,True,0.0,4.565022483292926e-16
program-202608586,4,"multiply(x1, x2)","(1 * multiply(x1, x2) + -1.2413038e-17)",1.0,1.0,1.0,1.0,True,0.0,4.565022483292926e-16
program-202608587,0,"square(add(x0, x3))","(1 * square(add(x0, x3)) + -6.3639261e-17)",1.0,1.0,1.0,1.0,True,0.0,1.7466156365621075e-16
program-202608587,1,"square(add(x0, x3))","(1 * square(add(x0, x3)) + -6.3639261e-17)",1.0,1.0,1.0,1.0,True,0.0,1.7466156365621075e-16
program-202608587,2,"square(add(x0, x3))","(1 * square(add(x0, x3)) + -6.3639261e-17)",1.0,1.0,1.0,1.0,True,0.0,1.7466156365621075e-16
program-202608587,3,"square(add(x0, x3))","(1 * square(add(x0, x3)) + -6.3639261e-17)",1.0,1.0,1.0,1.0,True,0.0,1.7466156365621075e-16
program-202608587,4,"square(add(x0, x3))","(1 * square(add(x0, x3)) + -6.3639261e-17)",1.0,1.0,1.0,1.0,True,0.0,1.7466156365621075e-16
program-202608588,0,"abs(abs(safe_divide(x1, x0)))","(1 * abs(safe_divide(x1, x0)) + 1.5854389e-17)",1.0,1.0,1.0,0.6666666666666666,False,1.0,2.378989942420452e-16
program-202608588,1,"abs(abs(safe_divide(x1, x0)))","(1 * abs(safe_divide(x1, x0)) + 1.5854389e-17)",1.0,1.0,1.0,0.6666666666666666,False,1.0,2.378989942420452e-16
program-202608588,2,"abs(abs(safe_divide(x1, x0)))","(1 * abs(safe_divide(x1, x0)) + 1.5854389e-17)",1.0,1.0,1.0,0.6666666666666666,False,1.0,2.378989942420452e-16
program-202608588,3,"abs(abs(safe_divide(x1, x0)))","(1 * abs(safe_divide(x1, x0)) + 1.5854389e-17)",1.0,1.0,1.0,0.6666666666666666,False,1.0,2.378989942420452e-16
program-202608588,4,"abs(abs(safe_divide(x1, x0)))","(1 * abs(safe_divide(x1, x0)) + 1.5854389e-17)",1.0,1.0,1.0,0.6666666666666666,False,1.0,2.378989942420452e-16
program-202608589,0,"safe_divide(abs(subtract(x0, x1)), x2)","(1 * safe_divide(abs(subtract(x0, x1)), x2) + -9.203177e-17)",1.0,1.0,1.0,1.0,True,0.0,6.47143282287106e-16
program-202608589,1,"safe_divide(abs(subtract(x0, x1)), x2)","(1 * safe_divide(abs(subtract(x0, x1)), x2) + -9.203177e-17)",1.0,1.0,1.0,1.0,True,0.0,6.47143282287106e-16
program-202608589,2,"safe_divide(abs(subtract(x0, x1)), x2)","(1 * safe_divide(abs(subtract(x0, x1)), x2) + -9.203177e-17)",1.0,1.0,1.0,1.0,True,0.0,6.47143282287106e-16
program-202608589,3,"safe_divide(abs(subtract(x0, x1)), x2)","(1 * safe_divide(abs(subtract(x0, x1)), x2) + -9.203177e-17)",1.0,1.0,1.0,1.0,True,0.0,6.47143282287106e-16
program-202608589,4,"safe_divide(abs(subtract(x0, x1)), x2)","(1 * safe_divide(abs(subtract(x0, x1)), x2) + -9.203177e-17)",1.0,1.0,1.0,1.0,True,0.0,6.47143282287106e-16
program-202608590,0,"add(x0, x3)","(1 * add(x0, x3) + -1.0956482e-17)",1.0,1.0,1.0,1.0,True,0.0,1.2197878476435774e-16
program-202608590,1,"add(x0, x3)","(1 * add(x0, x3) + -1.0956482e-17)",1.0,1.0,1.0,1.0,True,0.0,1.2197878476435774e-16
program-202608590,2,"add(x0, x3)","(1 * add(x0, x3) + -1.0956482e-17)",1.0,1.0,1.0,1.0,True,0.0,1.2197878476435774e-16
program-202608590,3,"add(x0, x3)","(1 * add(x0, x3) + -1.0956482e-17)",1.0,1.0,1.0,1.0,True,0.0,1.2197878476435774e-16
program-202608590,4,"add(x0, x3)","(1 * add(x0, x3) + -1.0956482e-17)",1.0,1.0,1.0,1.0,True,0.0,1.2197878476435774e-16
program-202608591,0,"safe_divide(x1, x3)","(1 * safe_divide(x1, x3) + 3.1344419e-17)",1.0,1.0,1.0,1.0,True,0.0,1.1415674435563228e-15
program-202608591,1,"safe_divide(x1, x3)","(1 * safe_divide(x1, x3) + 3.1344419e-17)",1.0,1.0,1.0,1.0,True,0.0,1.1415674435563228e-15
program-202608591,2,"safe_divide(x1, x3)","(1 * safe_divide(x1, x3) + 3.1344419e-17)",1.0,1.0,1.0,1.0,True,0.0,1.1415674435563228e-15
program-202608591,3,"safe_divide(x1, x3)","(1 * safe_divide(x1, x3) + 3.1344419e-17)",1.0,1.0,1.0,1.0,True,0.0,1.1415674435563228e-15
program-202608591,4,"safe_divide(x1, x3)","(1 * safe_divide(x1, x3) + 3.1344419e-17)",1.0,1.0,1.0,1.0,True,0.0,1.1415674435563228e-15
program-202608592,0,"multiply(x2, multiply(x2, x3))","(1 * multiply(x2, multiply(x2, x3)) + -3.4575264e-17)",1.0,1.0,1.0,1.0,True,0.0,7.007090787456938e-16
program-202608592,1,"multiply(x2, multiply(x2, x3))","(1 * multiply(x2, multiply(x2, x3)) + -3.4575264e-17)",1.0,1.0,1.0,1.0,True,0.0,7.007090787456938e-16
program-202608592,2,"multiply(x2, multiply(x2, x3))","(1 * multiply(x2, multiply(x2, x3)) + -3.4575264e-17)",1.0,1.0,1.0,1.0,True,0.0,7.007090787456938e-16
program-202608592,3,"multiply(x2, multiply(x2, x3))","(1 * multiply(x2, multiply(x2, x3)) + -3.4575264e-17)",1.0,1.0,1.0,1.0,True,0.0,7.007090787456938e-16
